58401,EXACT_IMLS_OUTLET_ZIP,ND0002,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
58402,ZCTA_NEAREST_ACTIVE_OUTLET,ND0002,003,2.542,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58405,ZCTA_NEAREST_ACTIVE_OUTLET,ND0002,003,1.156,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58413,EXACT_IMLS_OUTLET_ZIP,ND0005,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
58415,ZCTA_NEAREST_ACTIVE_OUTLET,ND0048,002,14.729,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58416,ZCTA_NEAREST_ACTIVE_OUTLET,ND0036,002,21.431,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58418,ZCTA_NEAREST_ACTIVE_OUTLET,ND0013,002,38.909,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58420,ZCTA_NEAREST_ACTIVE_OUTLET,ND0002,002,20.639,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58421,EXACT_IMLS_OUTLET_ZIP,ND0013,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
58422,ZCTA_NEAREST_ACTIVE_OUTLET,ND0067,002,22.290,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58423,ZCTA_NEAREST_ACTIVE_OUTLET,ND0039,002,38.600,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58424,ZCTA_NEAREST_ACTIVE_OUTLET,ND0002,002,29.518,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58425,EXACT_IMLS_OUTLET_ZIP,ND0036,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
58426,ZCTA_NEAREST_ACTIVE_OUTLET,ND0002,003,36.001,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58428,ZCTA_NEAREST_ACTIVE_OUTLET,ND0045,003,13.764,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58429,ZCTA_NEAREST_ACTIVE_OUTLET,ND0036,002,26.939,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58430,ZCTA_NEAREST_ACTIVE_OUTLET,ND0039,002,37.584,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58431,ZCTA_NEAREST_ACTIVE_OUTLET,ND0021,002,22.847,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58433,EXACT_IMLS_OUTLET_ZIP,ND0021,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
58436,EXACT_IMLS_OUTLET_ZIP,ND0024,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
58438,ZCTA_NEAREST_ACTIVE_OUTLET,ND0039,002,29.662,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
58439,ZCTA_NEAREST_ACTIVE_OUTLET,ND0024,002,23.733,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
