input_zip,route_class,fscskey,fscs_seq,distance_km,routing_basis,confidence_note
11947,ZCTA_NEAREST_ACTIVE_OUTLET,NY0673,002,7.017,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11948,ZCTA_NEAREST_ACTIVE_OUTLET,NY0673,002,3.983,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11949,ZCTA_NEAREST_ACTIVE_OUTLET,NY0687,005,6.924,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11950,EXACT_IMLS_OUTLET_ZIP,NY0687,004,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11951,EXACT_IMLS_OUTLET_ZIP,NY0687,003,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11952,EXACT_IMLS_OUTLET_ZIP,NY0673,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11953,EXACT_IMLS_OUTLET_ZIP,NY0674,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11954,EXACT_IMLS_OUTLET_ZIP,NY0675,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11955,EXACT_IMLS_OUTLET_ZIP,NY0687,005,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11956,ZCTA_NEAREST_ACTIVE_OUTLET,NY0659,002,2.346,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11957,ZCTA_NEAREST_ACTIVE_OUTLET,NY0664,002,10.722,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11958,ZCTA_NEAREST_ACTIVE_OUTLET,NY0659,002,3.769,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11959,EXACT_IMLS_OUTLET_ZIP,NY0681,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
11960,ZCTA_NEAREST_ACTIVE_OUTLET,NY0694,002,5.325,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
11961,ZCTA_NEAREST_ACTIVE_OUTLET,NY0688,002,4.662,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
