input_zip,route_class,fscskey,fscs_seq,distance_km,routing_basis,confidence_note
00501,OBSERVED_REFERENCE_INDIRECT_ONLY,,,,INDIRECT_IMLS_SC;NO_FABRICATED_NEAREST,INDIRECT_IMLS_SC;NO_FABRICATED_NEAREST;NOT_REJECTED;NOT_USPS_VALIDITY;NO_INVENTORY
00601,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1607.896,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00602,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1558.992,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00603,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1558.135,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00606,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1592.659,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00610,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1567.385,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00611,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1597.244,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00612,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1599.690,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00616,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1601.424,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00617,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1610.082,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00622,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1582.218,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00623,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1576.652,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00624,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1617.869,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00627,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1584.401,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00631,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1600.387,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00636,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1579.080,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00637,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1595.838,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00638,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1623.760,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00641,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1607.277,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00646,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1635.587,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00647,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1602.753,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00650,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1613.966,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00652,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1606.982,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00653,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1605.355,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00656,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1612.411,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00659,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1589.668,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00660,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1577.523,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00662,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1567.429,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00664,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1620.560,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00667,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1592.435,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00669,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1591.550,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00670,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1583.271,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00674,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1617.934,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00676,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1566.435,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00677,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1556.126,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00678,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1577.310,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00680,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1573.743,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00682,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1568.867,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00683,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1586.190,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00685,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1578.763,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00687,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1630.106,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00688,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1607.607,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00690,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1558.626,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00692,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1632.687,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00693,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1626.168,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00694,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1623.507,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00698,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1604.967,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00703,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1660.521,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00704,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1666.983,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00705,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1654.718,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00707,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1692.734,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00714,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1681.465,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00715,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1635.464,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00716,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1632.118,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00717,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1630.716,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00718,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1695.770,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00719,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1646.933,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00720,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1635.488,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00723,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1685.059,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00725,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1670.352,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00727,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1667.743,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00728,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1626.692,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00729,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1678.360,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00730,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1629.021,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00731,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1622.294,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00735,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1703.009,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00736,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1666.630,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00738,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1697.120,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00739,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1661.649,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00740,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1701.722,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00741,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1699.455,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00745,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1684.211,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00751,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1662.159,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00754,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1680.760,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00757,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1650.391,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00765,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1732.310,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00766,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1635.923,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00767,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1691.845,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00769,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1648.202,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00771,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1687.633,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00772,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1669.099,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00773,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1692.795,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00775,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1732.032,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00777,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1682.121,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00778,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1673.573,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00780,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1629.534,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00782,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1652.882,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00783,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1639.456,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00784,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1673.516,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00786,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1657.802,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00791,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1695.457,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00794,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1646.857,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00795,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1638.708,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00802,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1766.850,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00820,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1819.222,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00830,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1784.648,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00840,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1807.088,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00850,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1812.151,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00851,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1811.457,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00901,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1650.676,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00906,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1651.929,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00907,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1653.267,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00909,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1655.602,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00911,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1656.076,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00912,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1656.208,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00913,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1656.566,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00915,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1657.959,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00917,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1658.435,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00918,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1656.602,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00920,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1654.412,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00921,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1656.582,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00923,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1660.144,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00924,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1663.054,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
00925,ZCTA_NEAREST_ACTIVE_OUTLET,FL0048,003,1659.498,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
