88321,ZCTA_NEAREST_ACTIVE_OUTLET,NM0136,001,54.074,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88323,ZCTA_NEAREST_ACTIVE_OUTLET,NM0100,001,6.637,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88324,ZCTA_NEAREST_ACTIVE_OUTLET,NM0100,001,14.217,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88325,ZCTA_NEAREST_ACTIVE_OUTLET,NM0001,002,9.786,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88330,ZCTA_NEAREST_ACTIVE_OUTLET,NM0001,002,14.669,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88336,ZCTA_NEAREST_ACTIVE_OUTLET,NM0032,002,35.933,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88337,ZCTA_NEAREST_ACTIVE_OUTLET,NM0001,002,12.155,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88338,ZCTA_NEAREST_ACTIVE_OUTLET,NM0100,001,17.390,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88339,ZCTA_NEAREST_ACTIVE_OUTLET,NM0109,001,39.131,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88340,EXACT_IMLS_OUTLET_ZIP,NM0119,001,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
88341,ZCTA_NEAREST_ACTIVE_OUTLET,NM0141,001,19.061,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88342,ZCTA_NEAREST_ACTIVE_OUTLET,NM0022,006,55.473,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88343,ZCTA_NEAREST_ACTIVE_OUTLET,NM0031,002,53.425,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88344,ZCTA_NEAREST_ACTIVE_OUTLET,NM0109,001,69.949,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88345,EXACT_IMLS_OUTLET_ZIP,NM0032,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
88346,ZCTA_NEAREST_ACTIVE_OUTLET,NM0032,002,11.210,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88347,ZCTA_NEAREST_ACTIVE_OUTLET,NM0109,001,23.103,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88348,ZCTA_NEAREST_ACTIVE_OUTLET,NM0100,001,21.363,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88349,ZCTA_NEAREST_ACTIVE_OUTLET,NM0001,002,17.535,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88350,ZCTA_NEAREST_ACTIVE_OUTLET,NM0109,001,39.060,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88351,ZCTA_NEAREST_ACTIVE_OUTLET,NM0100,001,44.730,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88352,EXACT_IMLS_OUTLET_ZIP,NM0130,001,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
88353,ZCTA_NEAREST_ACTIVE_OUTLET,NM0131,001,53.154,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88354,ZCTA_NEAREST_ACTIVE_OUTLET,NM0109,001,33.553,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88355,ZCTA_NEAREST_ACTIVE_OUTLET,NM0032,002,1.554,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88401,EXACT_IMLS_OUTLET_ZIP,NM0040,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
88410,ZCTA_NEAREST_ACTIVE_OUTLET,NM0009,003,63.035,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88411,ZCTA_NEAREST_ACTIVE_OUTLET,NM0040,002,50.609,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88414,ZCTA_NEAREST_ACTIVE_OUTLET,NM0029,002,38.819,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88415,EXACT_IMLS_OUTLET_ZIP,NM0009,003,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
88416,ZCTA_NEAREST_ACTIVE_OUTLET,NM0040,002,55.345,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88417,ZCTA_NEAREST_ACTIVE_OUTLET,NM0034,002,40.203,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88418,ZCTA_NEAREST_ACTIVE_OUTLET,NM0009,003,52.585,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88419,ZCTA_NEAREST_ACTIVE_OUTLET,NM0009,003,59.009,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88421,ZCTA_NEAREST_ACTIVE_OUTLET,NM0034,002,46.146,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88422,ZCTA_NEAREST_ACTIVE_OUTLET,NM0037,002,54.276,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88424,ZCTA_NEAREST_ACTIVE_OUTLET,NM0009,003,42.889,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88426,ZCTA_NEAREST_ACTIVE_OUTLET,NM0040,002,45.911,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
88427,ZCTA_NEAREST_ACTIVE_OUTLET,NM0040,002,43.707,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
