12771,EXACT_IMLS_OUTLET_ZIP,NY0577,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
12775,ZCTA_NEAREST_ACTIVE_OUTLET,NY0606,002,9.515,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12776,EXACT_IMLS_OUTLET_ZIP,NY0607,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
12777,ZCTA_NEAREST_ACTIVE_OUTLET,NY0606,002,10.564,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12778,ZCTA_NEAREST_ACTIVE_OUTLET,NY0606,002,10.394,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12779,EXACT_IMLS_OUTLET_ZIP,NY9014,001,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
12780,ZCTA_NEAREST_ACTIVE_OUTLET,NY0577,002,7.722,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12781,ZCTA_NEAREST_ACTIVE_OUTLET,NY0599,002,4.406,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12783,ZCTA_NEAREST_ACTIVE_OUTLET,NY9015,003,10.249,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12784,ZCTA_NEAREST_ACTIVE_OUTLET,NY9014,001,4.751,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12785,ZCTA_NEAREST_ACTIVE_OUTLET,NY0599,002,8.871,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12786,ZCTA_NEAREST_ACTIVE_OUTLET,NY0601,002,12.675,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12787,ZCTA_NEAREST_ACTIVE_OUTLET,NY9015,003,7.732,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12788,ZCTA_NEAREST_ACTIVE_OUTLET,NY0602,002,6.874,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12789,ZCTA_NEAREST_ACTIVE_OUTLET,NY9014,001,4.277,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12790,EXACT_IMLS_OUTLET_ZIP,NY0599,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
12791,ZCTA_NEAREST_ACTIVE_OUTLET,NY9015,003,5.398,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12792,ZCTA_NEAREST_ACTIVE_OUTLET,NY0601,002,6.790,ZCTA_NN;R6371;TIE_FIRST_LEX,ZCTA_NN_HAVERSINE;NOT_ELIGIBILITY;NOT_USPS_VALIDITY;NO_INVENTORY
12801,EXACT_IMLS_OUTLET_ZIP,NY0626,002,,EXACT_OUTLET;TIE_FSCSKEY_SEQ,EXACT_OUTLET;NOT_USPS_VALIDITY;NO_INVENTORY
