state,state_name,rank_in_state,geo_id,place_name,place_fips,pop_acs2024_5yr_b01003,ranking_universe,vintage2025_sanity,test_zcta,test_zcta_distance_km,place_intpt_lat,place_intpt_lon,zcta_method,zcta_flag,nearest_outlet_fscskey,nearest_outlet_name,nearest_outlet_km,destination_url,destination_class,destination_handoff,destination_provenance,destination_rights,destination_check_date
KY,Kentucky,2,1600000US2146027,"Lexington-Fayette urban county, Kentucky",46027,323725,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,40505,2.252,38.040638,-84.458238,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,KY0031,LEXINGTON PUBLIC LIBRARY,3.399,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
KY,Kentucky,3,1600000US2108902,"Bowling Green city, Kentucky",08902,75388,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,42101,9.406,36.976832,-86.433661,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,KY0109,WARREN COUNTY PUBLIC LIBRARY,1.766,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
LA,Louisiana,1,1600000US2255000,"New Orleans city, Louisiana",55000,371853,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,70128,1.86,30.052877,-89.934502,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,LA0058,EAST NEW ORLEANS BRANCH,4.309,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
LA,Louisiana,2,1600000US2205000,"Baton Rouge city, Louisiana",05000,222771,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,70806,1.233,30.440443,-91.133166,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,LA0055,EAST BATON ROUGE PARISH LIBRARY,2.55,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
LA,Louisiana,3,1600000US2270000,"Shreveport city, Louisiana",70000,180982,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,71109,2.037,32.466879,-93.792193,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,LA0054,ATKINS BRANCH,1.033,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MA,Massachusetts,1,1600000US2507000,"Boston city, Massachusetts",07000,666442,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,02127,2.051,42.332735,-71.013513,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MA0035,SOUTH BOSTON BRANCH LIBRARY,2.096,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MA,Massachusetts,2,1600000US2582000,"Worcester city, Massachusetts",82000,207055,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,01608,0.974,42.269478,-71.807783,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MA0344,WORCESTER PUBLIC LIBRARY,1.154,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MA,Massachusetts,3,1600000US2567000,"Springfield city, Massachusetts",67000,154749,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,01109,0.931,42.115454,-72.539978,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MA0278,PINE POINT BRANCH LIBRARY,1.3,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MD,Maryland,1,1600000US2404000,"Baltimore city, Maryland",04000,573243,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,21202,0.379,39.300061,-76.610518,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MD0003,ENOCH PRATT CENTRAL,0.823,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MD,Maryland,2,1600000US2419125,"Columbia CDP, Maryland",19125,104338,ACS_2024_5YR_B01003_PLACE_SUMLEV160,DIFFERS_FROM_TOP3_INCORPORATED,21044,1.757,39.201146,-76.85905,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MD0014,CENTRAL BRANCH,1.162,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MD,Maryland,3,1600000US2432025,"Germantown CDP, Maryland",32025,90719,ACS_2024_5YR_B01003_PLACE_SUMLEV160,DIFFERS_FROM_TOP3_INCORPORATED,20876,4.446,39.174252,-77.263754,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MD0016,GERMANTOWN BRANCH,0.849,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
ME,Maine,1,1600000US2360545,"Portland city, Maine",60545,68854,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,04108,0.419,43.633157,-70.185305,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,ME0174,PORTLAND - PEAKS ISLAND BRANCH LIBRARY,2.988,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
ME,Maine,2,1600000US2338740,"Lewiston city, Maine",38740,38324,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,04240,0.0,44.089325,-70.172051,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,ME0119,LEWISTON PUBLIC LIBRARY,3.603,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
ME,Maine,3,1600000US2302795,"Bangor city, Maine",02795,31938,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,04401,5.295,44.829625,-68.788767,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,ME0013,BANGOR PUBLIC LIBRARY,3.138,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MI,Michigan,1,1600000US2622000,"Detroit city, Michigan",22000,638530,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,48206,0.988,42.383037,-83.102237,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MI0083,DUFFIELD BRANCH LIBRARY,2.353,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MI,Michigan,2,1600000US2634000,"Grand Rapids city, Michigan",34000,198535,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,49503,0.329,42.961156,-85.65557,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MI0131,GRAND RAPIDS PUBLIC LIBRARY,0.922,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MI,Michigan,3,1600000US2684000,"Warren city, Michigan",84000,137928,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,48015,1.387,42.492904,-83.025001,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MI0057,CENTER LINE PUBLIC LIBRARY,1.56,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MN,Minnesota,1,1600000US2743000,"Minneapolis city, Minnesota",43000,427246,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,55404,0.57,44.963324,-93.26832,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MN0041,FRANKLIN LIBRARY,0.961,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MN,Minnesota,2,1600000US2758000,"St. Paul city, Minnesota",58000,307284,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,55155,0.497,44.948913,-93.10403,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MN0044,ST. PAUL PUBLIC LIBRARY - CENTRAL,0.755,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MN,Minnesota,3,1600000US2754880,"Rochester city, Minnesota",54880,122330,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,55903,3.535,44.014299,-92.478592,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MN0090,BOOKMOBILE - ROCHESTER,1.637,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MO,Missouri,1,1600000US2938000,"Kansas City city, Missouri",38000,510612,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,64124,2.226,39.125155,-94.550313,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MO0058,NORTH KANSAS CITY PUBLIC LIBRARY,2.91,https://www.sos.mo.gov/library,STATE_LIBRARY_HOME_HANDOFF,indirect,Missouri Secretary of State State Library Division official page.,PUBLIC_USE,2026-09-12
MO,Missouri,2,1600000US2965000,"St. Louis city, Missouri",65000,288512,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,63108,1.274,38.635699,-90.244582,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MO0030,SCHLAFLY BRANCH,1.743,https://www.sos.mo.gov/library,STATE_LIBRARY_HOME_HANDOFF,indirect,Missouri Secretary of State State Library Division official page.,PUBLIC_USE,2026-09-12
MO,Missouri,3,1600000US2970000,"Springfield city, Missouri",70000,169954,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,65897,1.162,37.195337,-93.292363,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MO0020,PARK CENTRAL BRANCH LIBRARY,1.482,https://www.sos.mo.gov/library,STATE_LIBRARY_HOME_HANDOFF,indirect,Missouri Secretary of State State Library Division official page.,PUBLIC_USE,2026-09-12
MS,Mississippi,1,1600000US2836000,"Jackson city, Mississippi",36000,146631,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,39203,1.383,32.315834,-90.21285,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MS0021,MARGARET WALKER ALEXANDER LIBRARY,1.878,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MS,Mississippi,2,1600000US2829700,"Gulfport city, Mississippi",29700,73003,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,39507,3.93,30.419487,-89.069022,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MS0016,ORANGE GROVE PUBLIC LIBRARY,5.726,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MS,Mississippi,3,1600000US2869280,"Southaven city, Mississippi",69280,56226,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,38671,2.52,34.951873,-89.976787,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MS0013,M. R. DAVIS PUBLIC LIBRARY,4.607,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MT,Montana,1,1600000US3006550,"Billings city, Montana",06550,119434,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,59102,2.711,45.788538,-108.552475,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MT0006,BILLINGS PUBLIC LIBRARY,3.271,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MT,Montana,2,1600000US3050200,"Missoula city, Montana",50200,76514,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,59801,2.492,46.874359,-114.026136,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MT0051,MISSOULA PUBLIC LIBRARY,2.812,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
MT,Montana,3,1600000US3032800,"Great Falls city, Montana",32800,60329,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,59401,1.963,47.502518,-111.29997,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,MT0033,GREAT FALLS PUBLIC LIBRARY,0.583,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NC,North Carolina,1,1600000US3712000,"Charlotte city, North Carolina",12000,903844,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,28204,0.729,35.209045,-80.83099,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NC0045,MYERS PARK BRANCH LIBRARY,1.466,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NC,North Carolina,2,1600000US3755000,"Raleigh city, North Carolina",55000,481031,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,27609,1.469,35.831456,-78.639558,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NC0063,GREEN ROAD COMMUNITY LIBRARY,4.423,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NC,North Carolina,3,1600000US3728000,"Greensboro city, North Carolina",28000,301198,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,27408,1.324,36.09485,-79.823624,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NC0035,BLANCHE BENJAMIN BRANCH LIBRARY,1.167,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
ND,North Dakota,1,1600000US3825700,"Fargo city, North Dakota",25700,131627,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,58103,1.055,46.86469,-96.829073,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,ND0026,DR. JAMES W CARLSON LIBRARY,3.567,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
ND,North Dakota,2,1600000US3807200,"Bismarck city, North Dakota",07200,75556,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,58505,1.07,46.815857,-100.768569,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,ND0007,BISMARCK VETERANS MEMORIAL PUBLIC LIBRARY BOOKMOBILE,1.367,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
ND,North Dakota,3,1600000US3832060,"Grand Forks city, North Dakota",32060,59042,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,58202,0.934,47.919595,-97.087328,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,ND0035,GRAND FORKS PUBLIC LIBRARY,3.757,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NE,Nebraska,1,1600000US3137000,"Omaha city, Nebraska",37000,488837,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,68114,0.804,41.264013,-96.056496,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NE0162,W CLARKE SWANSON BRANCH LIBRARY,0.272,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NE,Nebraska,2,1600000US3128000,"Lincoln city, Nebraska",28000,294856,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,68503,1.58,40.810284,-96.674856,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NE0126,SOUTH BRANCH LIBRARY,2.18,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NE,Nebraska,3,1600000US3103950,"Bellevue city, Nebraska",03950,64510,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,68056,2.88,41.144659,-95.938505,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NE0028,BELLEVUE PUBLIC LIBRARY,1.811,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NH,New Hampshire,1,1600000US3345140,"Manchester city, New Hampshire",45140,115643,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,03101,1.845,42.984941,-71.444131,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NH0035,MANCHESTER CITY LIBRARY,1.478,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NH,New Hampshire,2,1600000US3350260,"Nashua city, New Hampshire",50260,91294,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,03060,2.781,42.749074,-71.490544,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NH0049,NASHUA PUBLIC LIBRARY,2.598,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NH,New Hampshire,3,1600000US3314200,"Concord city, New Hampshire",14200,44375,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,03301,0.789,43.232493,-71.561252,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NH0167,CONCORD PUBLIC LIBRARY,3.338,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NJ,New Jersey,1,1600000US3451000,"Newark city, New Jersey",51000,310178,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,07102,1.241,40.72422,-74.172574,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NJ0122,VAN BUREN BRANCH,1.33,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NJ,New Jersey,2,1600000US3436000,"Jersey City city, New Jersey",36000,294078,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,07304,1.176,40.711417,-74.06476,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NJ0149,COMMUNIPAW BRANCH,0.673,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NJ,New Jersey,3,1600000US3457000,"Paterson city, New Jersey",57000,158735,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,07501,0.75,40.914766,-74.162829,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NJ0262,PATERSON FREE PUBLIC LIBRARY,0.447,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NM,New Mexico,1,1600000US3502000,"Albuquerque city, New Mexico",02000,562218,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,87101,0.952,35.10478,-106.646809,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NM0002,ALBUQUERQUE/BERNALILLO COUNTY MAIN LIBRARY,2.189,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NM,New Mexico,2,1600000US3539380,"Las Cruces city, New Mexico",39380,114197,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,88001,5.295,32.326444,-106.789695,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NM0022,THOMAS BRANIGAN MEMORIAL LIBRARY,1.532,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NM,New Mexico,3,1600000US3563460,"Rio Rancho city, New Mexico",63460,108515,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,87144,5.118,35.28507,-106.698867,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NM0030,LOMA COLORADO MAIN LIBRARY,3.656,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NV,Nevada,1,1600000US3240000,"Las Vegas city, Nevada",40000,660400,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,89129,2.352,36.233499,-115.264037,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NV0008,RAINBOW LIBRARY,1.836,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NV,Nevada,2,1600000US3231900,"Henderson city, Nevada",31900,332141,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,89012,1.96,36.0056,-115.022812,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NV0012,GIBSON LIBRARY,4.877,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
