state,state_name,rank_in_state,geo_id,place_name,place_fips,pop_acs2024_5yr_b01003,ranking_universe,vintage2025_sanity,test_zcta,test_zcta_distance_km,place_intpt_lat,place_intpt_lon,zcta_method,zcta_flag,nearest_outlet_fscskey,nearest_outlet_name,nearest_outlet_km,destination_url,destination_class,destination_handoff,destination_provenance,destination_rights,destination_check_date
NV,Nevada,3,1600000US3251800,"North Las Vegas city, Nevada",51800,278595,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,89086,1.989,36.289865,-115.089181,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NV0018,ALIANTE LIBRARY,7.763,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
NY,New York,1,1600000US3651000,"New York city, New York",51000,8483844,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,11213,0.961,40.662712,-73.938677,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NY0004,EASTERN PARKWAY,0.787,https://www.nysl.nysed.gov/,STATE_LIBRARY_HOME_HANDOFF,indirect,New York State Library official homepage.,PUBLIC_USE,2026-09-12
NY,New York,2,1600000US3611000,"Buffalo city, New York",11000,276854,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,14204,1.204,42.892492,-78.859686,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NY0005,BUFFALO & ERIE COUNTY PUBLIC LIBRARY SYSTEM,1.327,https://www.nysl.nysed.gov/,STATE_LIBRARY_HOME_HANDOFF,indirect,New York State Library official homepage.,PUBLIC_USE,2026-09-12
NY,New York,3,1600000US3684000,"Yonkers city, New York",84000,209978,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,10701,1.097,40.945862,-73.867446,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,NY0761,GRINTON I. WILL BRANCH,2.013,https://www.nysl.nysed.gov/,STATE_LIBRARY_HOME_HANDOFF,indirect,New York State Library official homepage.,PUBLIC_USE,2026-09-12
OH,Ohio,1,1600000US3918000,"Columbus city, Ohio",18000,914802,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,43201,1.416,39.987367,-82.98518,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OH0057,NORTHSIDE BRANCH LIBRARY,1.888,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OH,Ohio,2,1600000US3916000,"Cleveland city, Ohio",16000,366097,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,44101,1.423,41.478462,-81.679435,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OH0051,JEFFERSON BRANCH LIBRARY,0.502,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OH,Ohio,3,1600000US3915000,"Cincinnati city, Ohio",15000,311224,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,45267,0.328,39.140183,-84.505829,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OH0049,CLIFTON,0.863,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OK,Oklahoma,1,1600000US4055000,"Oklahoma City city, Oklahoma",55000,697125,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,73102,0.632,35.467079,-97.513657,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OK0074,RONALD J NORICK DOWNTOWN LIBRARY,0.498,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OK,Oklahoma,2,1600000US4075000,"Tulsa city, Oklahoma",75000,413794,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,74112,2.122,36.127949,-95.902316,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OK0093,NATHAN HALE LIBRARY,0.353,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OK,Oklahoma,3,1600000US4052500,"Norman city, Oklahoma",52500,129672,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,73071,5.972,35.240569,-97.345299,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OK0070,NORMAN PUBLIC LIBRARY (EAST),5.191,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OR,Oregon,1,1600000US4159000,"Portland city, Oregon",59000,641165,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,97212,0.966,45.536951,-122.649971,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OR0063,CENTRAL LIBRARY,0.898,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OR,Oregon,2,1600000US4123850,"Eugene city, Oregon",23850,179591,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,97401,3.341,44.056848,-123.119019,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OR0005,EUGENE PUBLIC LIBRARY,2.124,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
OR,Oregon,3,1600000US4164900,"Salem city, Oregon",64900,178865,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,97301,3.375,44.9239,-123.023007,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,OR0069,SALEM PUBLIC LIBRARY,1.893,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
PA,Pennsylvania,1,1600000US4260000,"Philadelphia city, Pennsylvania",60000,1579706,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,19140,1.059,40.009297,-75.133271,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,PA0385,NICETOWN-TIOGA BRANCH LIBRARY,1.522,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
PA,Pennsylvania,2,1600000US4261000,"Pittsburgh city, Pennsylvania",61000,304759,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,15219,0.796,40.439892,-79.975472,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,PA0042,HILL DISTRICT LIBRARY,0.613,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
PA,Pennsylvania,3,1600000US4202000,"Allentown city, Pennsylvania",02000,125976,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,18101,1.303,40.593648,-75.478393,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,PA0301,ALLENTOWN PUBLIC LIBRARY,0.706,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
RI,Rhode Island,1,1600000US4459000,"Providence city, Rhode Island",59000,191767,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,02903,0.82,41.823056,-71.418784,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,RI0036,PROVIDENCE PUBLIC LIBRARY,0.204,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
RI,Rhode Island,2,1600000US4419180,"Cranston city, Rhode Island",19180,83250,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,02920,1.642,41.769734,-71.485049,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,RI0010,KNIGHTSVILLE BRANCH,1.798,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
RI,Rhode Island,3,1600000US4474300,"Warwick city, Rhode Island",74300,83175,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,02886,2.948,41.703092,-71.420155,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,RI0046,WARWICK PUBLIC LIBRARY,1.702,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
SC,South Carolina,1,1600000US4513330,"Charleston city, South Carolina",13330,154338,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,29405,2.652,32.828017,-79.972896,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,SC0009,KEITH SUMMEY NORTH CHARLESTON LIBRARY,3.25,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
SC,South Carolina,2,1600000US4516000,"Columbia city, South Carolina",16000,139643,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,29207,4.805,34.040326,-80.898071,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,SC0035,RICHLAND LIBRARY COOPER,6.634,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
SC,South Carolina,3,1600000US4550875,"North Charleston city, South Carolina",50875,119913,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,29404,2.469,32.917188,-80.065424,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,SC0006,BERKELEY COUNTY LIBRARY: HANAHAN,4.182,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
SD,South Dakota,1,1600000US4659020,"Sioux Falls city, South Dakota",59020,201469,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,57197,1.874,43.540696,-96.731962,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,SD0141,SIOUXLAND LIBRARIES,0.969,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
SD,South Dakota,2,1600000US4652980,"Rapid City city, South Dakota",52980,77946,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,57701,5.799,44.071071,-103.217924,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,SD0112,RAPID CITY PUBLIC LIBRARY,1.194,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
SD,South Dakota,3,1600000US4600100,"Aberdeen city, South Dakota",00100,28189,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,57401,5.253,45.46515,-98.469782,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,SD0077,K.O. LEE ABERDEEN PUBLIC LIBRARY,1.227,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
TN,Tennessee,1,1600000US4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",52006,690130,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,37219,0.672,36.172178,-86.784602,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,TN0135,NORTH BRANCH LIBRARY,1.047,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
TN,Tennessee,2,1600000US4748000,"Memphis city, Tennessee",48000,618980,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,38114,2.123,35.109164,-89.968511,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,TN0134,ORANGE MOUND LIBRARY AND GENEALOGY CENTER,0.624,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
TN,Tennessee,3,1600000US4740000,"Knoxville city, Tennessee",40000,195185,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,37916,2.467,35.97068,-83.94927,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,TN0133,MURPHY BRANCH LIBRARY,0.263,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
TX,Texas,1,1600000US4835000,"Houston city, Texas",35000,2328253,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,77009,2.309,29.785743,-95.388806,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,TX0099,HEIGHTS NEIGHBORHOOD LIBRARY,1.31,https://www.tsl.texas.gov/,STATE_LIBRARY_HOME_HANDOFF,indirect,Texas State Library and Archives Commission official homepage.,PUBLIC_USE,2026-09-12
TX,Texas,2,1600000US4865000,"San Antonio city, Texas",65000,1479835,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,78201,1.06,29.459775,-98.524263,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,TX0263,SAN PEDRO BRANCH LIBRARY,2.823,https://www.tsl.texas.gov/,STATE_LIBRARY_HOME_HANDOFF,indirect,Texas State Library and Archives Commission official homepage.,PUBLIC_USE,2026-09-12
TX,Texas,3,1600000US4819000,"Dallas city, Texas",19000,1307930,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,75246,0.592,32.793333,-96.766513,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,TX0003,LAKEWOOD BRANCH LIBRARY,2.215,https://www.tsl.texas.gov/,STATE_LIBRARY_HOME_HANDOFF,indirect,Texas State Library and Archives Commission official homepage.,PUBLIC_USE,2026-09-12
UT,Utah,1,1600000US4967000,"Salt Lake City city, Utah",67000,208007,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,84180,2.27,40.775366,-111.927266,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,UT0048,SALT LAKE CITY PUBLIC LIBRARY DAY-RIVERSIDE BRANCH,1.886,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
UT,Utah,2,1600000US4983470,"West Valley City city, Utah",83470,138437,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,84120,1.256,40.688493,-112.011759,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,UT0049,HUNTER LIBRARY,0.98,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
UT,Utah,3,1600000US4982950,"West Jordan city, Utah",82950,116692,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,84081,3.099,40.602862,-112.001544,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,UT0049,BINGHAM CREEK LIBRARY,1.7,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
VA,Virginia,1,1600000US5182000,"Virginia Beach city, Virginia",82000,456349,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,23453,3.839,36.779113,-76.02845,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,VA0082,PRINCESS ANNE AREA LIBRARY,1.852,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
VA,Virginia,2,1600000US5116000,"Chesapeake city, Virginia",16000,252583,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,23322,6.667,36.679376,-76.301788,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,VA0017,CHESAPEAKE CENTRAL LIBRARY,6.231,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
VA,Virginia,3,1600000US5103000,"Arlington CDP, Virginia",03000,236254,ACS_2024_5YR_B01003_PLACE_SUMLEV160,DIFFERS_FROM_TOP3_INCORPORATED,22201,1.063,38.878337,-77.100703,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,VA0005,CENTRAL LIBRARY,0.851,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
VT,Vermont,1,1600000US5010675,"Burlington city, Vermont",10675,44675,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,05401,2.569,44.492373,-73.239498,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,VT0029,FLETCHER FREE - NEW NORTH END BRANCH,1.648,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
VT,Vermont,2,1600000US5066175,"South Burlington city, Vermont",66175,20756,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,05403,1.104,44.436565,-73.181103,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,VT0145,SOUTH BURLINGTON,2.03,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
VT,Vermont,3,1600000US5061225,"Rutland city, Vermont",61225,15712,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,05736,2.952,43.60967,-72.977788,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,VT0133,RUTLAND FREE,0.327,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WA,Washington,1,1600000US5363000,"Seattle city, Washington",63000,754195,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,98121,0.466,47.619335,-122.351538,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WA0064,MOBILE SERVICES,1.126,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WA,Washington,2,1600000US5367000,"Spokane city, Washington",67000,230293,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,99201,0.557,47.666935,-117.433322,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WA0067,CENTRAL LIBRARY,1.06,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WA,Washington,3,1600000US5370000,"Tacoma city, Washington",70000,222758,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,98402,1.187,47.252199,-122.459832,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WA0068,MAIN BRANCH,1.166,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WI,Wisconsin,1,1600000US5553000,"Milwaukee city, Wisconsin",53000,566973,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,53210,0.845,43.063348,-87.966695,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WI0199,WASHINGTON PARK BRANCH,0.658,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WI,Wisconsin,2,1600000US5548000,"Madison city, Wisconsin",48000,278001,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,53792,1.185,43.087815,-89.429856,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WI0176,MONROE STREET LIBRARY,2.69,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WI,Wisconsin,3,1600000US5531000,"Green Bay city, Wisconsin",31000,106253,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,54302,1.845,44.521542,-87.986568,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WI0121,BROWN COUNTY LIBRARY,2.002,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WV,West Virginia,1,1600000US5414600,"Charleston city, West Virginia",14600,47421,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,25301,0.49,38.348692,-81.632324,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WV0009,KANAWHA COUNTY PUBLIC LIBRARY,0.297,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WV,West Virginia,2,1600000US5439460,"Huntington city, West Virginia",39460,45787,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,25755,1.658,38.40934,-82.433516,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WV0004,CABELL COUNTY PUBLIC LIBRARY,1.476,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WV,West Virginia,3,1600000US5455756,"Morgantown city, West Virginia",55756,30236,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,26505,1.734,39.637487,-79.946854,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WV0023,MORGANTOWN PUBLIC LIBRARY,1.042,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
WY,Wyoming,1,1600000US5613900,"Cheyenne city, Wyoming",13900,65239,ACS_2024_5YR_B01003_PLACE_SUMLEV160,NAME_OVERLAP_TOP3_INCORPORATED,82005,6.096,41.128275,-104.799155,nearest_2026_gazetteer_zcta_to_place_internal_point,OK,WY0004,LARAMIE COUNTY LIBRARY SYSTEM - BOOKMOBILE,2.138,https://www.imls.gov/search-compare,IMLS_SEARCH_COMPARE_IDENTITY,indirect,Official IMLS Library Search & Compare tool. FY2024 PUD has no website field. User searches FSCS ID/name. Linked source remains final authority.,PUBLIC_USE,2026-09-12
